../data/train_data_mmini/1/Train_0000.jpg	1	-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0	-2.9270105,-0.32247806,0.24416819,0.0020101923,-1.8512005,-0.10231879,-2.2541494,1.9837315,1.9491065,-0.721785,2.9059856,-0.61037225
../data/train_data_mmini/1/Train_0001.jpg	1	-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0	-0.7269409,0.92015404,-0.9708494,2.0763388,-2.9285233,1.0412997,1.663849,-1.95925,2.5329773,1.1997975,1.6314207,0.07551274
../data/train_data_mmini/1/Train_0002.jpg	1	-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0	-1.0012949,-1.145059,-2.8400161,0.32234353,-1.9420863,-0.518013,-0.22268009,-1.6008312,2.3155894,-0.5304704,0.37959665,-2.5598297
../data/train_data_mmini/1/Train_0003.jpg	1	-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0	-2.8389456,0.34545898,1.7055899,3.0137792,-2.317993,-0.9156979,-4.456507,1.2499018,2.0432446,0.71345913,2.4136035,0.8170322
../data/train_data_mmini/1/Train_0004.jpg	1	-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0	-2.468284,-0.077461295,0.26827362,0.6968998,0.77228373,-0.22945076,1.1306756,2.6808634,2.0581846,1.4746821,2.1161778,1.6864283
../data/train_data_mmini/2/Train_0005.jpg	2	1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0	0.8165525,-0.70054907,1.491502,-0.025390182,2.040854,-1.2763388,2.9474072,-3.0879662,-0.21223648,-0.22888412,0.39841008,-1.3482168
../data/train_data_mmini/2/Train_0006.jpg	2	-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0	-3.3246746,-0.004366668,-2.1648881,-1.3604618,-0.82374907,-1.5102985,-0.5422963,0.95278776,-1.0615438,-3.096378,-3.5604672,-1.3003844
../data/train_data_mmini/2/Train_0007.jpg	2	-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0	-5.1399364,1.0595039,1.3943583,-0.24365595,-0.21194677,-1.5768166,-0.603811,1.3411965,1.6048311,-0.515897,4.1811204,0.7621372
../data/train_data_mmini/2/Train_0008.jpg	2	-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0	-0.57592577,-0.1695591,-1.7571563,-3.149996,2.9211824,-0.744848,2.3166006,1.3175114,-0.9523599,0.9677681,0.4728685,-0.76271284
../data/train_data_mmini/2/Train_0009.jpg	2	-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0	-0.5800559,1.231794,3.5276804,0.117285125,1.0147173,1.894902,-1.7916685,1.1628399,-1.3031069,-3.4115162,-0.2745555,2.6619537
