../data/train_data_mmini/1/Train_0000.jpg	1	1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0	1.5554783,-0.21183045,0.25277168,0.8228379,-1.1672764,-2.182408,-0.46849263,2.2620888,-1.4199944,0.65006495,-0.11141938,1.8536041
../data/train_data_mmini/1/Train_0001.jpg	1	-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0	-0.19967212,-0.09366744,1.3881844,-1.8393215,-0.98829275,-1.4152788,-3.9537332,0.04810003,-2.4407663,-0.21014246,-0.8672616,0.78830785
../data/train_data_mmini/1/Train_0002.jpg	1	-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0	-2.1317887,2.8442762,3.39897,0.033473242,-2.0915928,-0.47584295,-1.357604,2.7249477,1.0391706,3.48829,-0.5289205,1.4730905
../data/train_data_mmini/1/Train_0003.jpg	1	1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0	2.638345,-0.0017762017,-1.3547214,0.30921242,1.4938824,-5.1127887,-0.1497955,-0.15897559,-1.5213119,0.118657954,0.5240946,0.7094346
../data/train_data_mmini/1/Train_0004.jpg	1	1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0	0.66500187,0.5663091,-0.6950012,-0.8025,-3.5627747,-0.46106568,-0.67924184,1.0185989,-2.3798716,-1.1770232,0.3107655,1.7730823
../data/train_data_mmini/2/Train_0005.jpg	2	1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0	0.73917705,0.6708652,0.94293636,-2.345579,-0.39931524,0.7480647,0.15342954,-0.16731098,2.8186445,-0.5793013,-0.84299326,-0.44192943
../data/train_data_mmini/2/Train_0006.jpg	2	1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0	0.7254524,3.1816242,-2.3323221,-0.21997918,1.3158733,-0.8297712,2.1861541,1.337361,1.383159,0.8490979,-1.6039634,-0.8916449
../data/train_data_mmini/2/Train_0007.jpg	2	1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0	1.3349237,-2.4922595,-0.7829388,2.3953798,-1.5259116,-1.3270167,1.1667253,2.1861105,-3.0531807,0.09600734,0.25094175,1.4038239
../data/train_data_mmini/2/Train_0008.jpg	2	1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0	0.28163996,0.3562752,0.39817238,-1.6288953,-4.733472,2.2654665,0.09369771,2.3533359,0.010067761,0.57001853,-0.4137977,0.26594296
../data/train_data_mmini/2/Train_0009.jpg	2	1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0	0.2218514,-0.3636926,-0.48019624,1.1862234,1.2639028,1.0329204,0.18969263,-0.115306385,3.1228704,-0.1615802,-0.020532921,1.2904501
../data/train_data_mmini/3/Train_0010.jpg	3	-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0	-1.0876793,0.29246846,-2.135197,-1.8158991,-1.7549901,1.3509791,0.0254504,-1.3461548,0.8905729,-3.519921,0.49549085,-0.22578835
../data/train_data_mmini/3/Train_0011.jpg	3	-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0	-5.149014,2.3795192,2.3537753,-0.49830937,-3.590706,1.2249758,-1.5982009,1.7266929,0.69487464,1.9981285,-2.30679,3.672093
../data/train_data_mmini/3/Train_0012.jpg	3	-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0	-0.716219,3.3354516,2.8223705,0.1357573,0.008015567,-0.78375995,-4.841604,0.0068287095,0.15200292,1.3657804,-2.740054,4.01858
../data/train_data_mmini/3/Train_0013.jpg	3	1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0	0.25691077,3.2596426,0.9078406,-2.2201982,-1.4638339,1.2662652,-0.6244752,1.8654007,2.8734453,0.3627179,-1.1192021,-0.97482127
../data/train_data_mmini/3/Train_0014.jpg	3	-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0	-1.9498503,0.46361744,-1.0549265,-3.0753553,-2.573376,1.5813329,1.7418747,-0.16905257,1.9978611,-0.45836347,-1.4613938,-0.9368249
../data/train_data_mmini/4/Train_0015.jpg	4	1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0	1.645456,1.1013577,1.6942657,0.35532266,-2.489304,0.23555769,-0.613607,1.8500009,0.76443297,2.2447553,-4.340746,2.5376244
