../data/train_data_mmini/10/Train_0013.jpg	10	-0.6184413,-0.09997333,1.064072,0.42647713,1.2071792,2.8413925,-1.2432312,-2.0298707
../data/train_data_mmini/10/Train_0014.jpg	10	-0.71412563,0.7841671,1.640545,-0.49111542,0.034114458,1.7139419,-0.15296867,-0.8672633
../data/train_data_mmini/10/Train_0012.jpg	10	-2.8694997,-0.7854665,-0.6593228,0.36492783,1.0481771,2.3398,0.20335014,-1.6119927
../data/train_data_mmini/5/Train_0008.jpg	5	-3.2434018,-0.2940035,0.24319923,-0.27509832,0.79852283,2.5566702,0.19908722,-1.0478448
../data/train_data_mmini/5/Train_0007.jpg	5	-1.3743594,1.1467966,0.36333612,-0.9420155,-0.19334984,0.12889795,1.2315786,0.4124968
../data/train_data_mmini/5/Train_0006.jpg	5	-1.2376604,-0.57852405,1.8204606,-0.4557155,1.6930008,1.082842,0.46974322,0.82558256
../data/train_data_mmini/18/Train_0026.jpg	18	-3.63968,-1.5074903,0.5848899,-1.1961948,0.6776382,0.08335406,0.83794904,1.9355248
../data/train_data_mmini/18/Train_0025.jpg	18	-0.62907606,1.2761632,-3.7465615,2.0163455,0.8429143,-1.6236461,1.046258,1.7269106
../data/train_data_mmini/18/Train_0024.jpg	18	-3.7639556,1.2858927,-1.8599744,-0.74055713,-2.2630746,-1.0915613,0.9075162,0.8737473
../data/train_data_mmini/0/Train_0002.jpg	0	-0.042756945,0.10139457,0.73962975,-0.9540681,-0.63405216,1.56734,0.4548393,-1.7689866
../data/train_data_mmini/0/Train_0000.jpg	0	0.41528976,-1.1043452,1.9176204,-0.79726094,0.9124718,1.062265,-0.33554167,-0.41729948
../data/train_data_mmini/0/Train_0001.jpg	0	0.35786924,1.3702201,1.2835525,-0.5882744,-0.4593318,1.2188202,0.15385106,-0.99785954
../data/train_data_mmini/1/Train_0005.jpg	1	-1.7402742,-0.2423367,0.5666475,-0.81206167,0.2946208,1.1592262,0.12920521,-0.76810145
../data/train_data_mmini/1/Train_0004.jpg	1	0.50392485,-1.287985,0.53160256,1.4601156,1.806708,-0.048647914,-1.6449007,-0.4534448
../data/train_data_mmini/1/Train_0003.jpg	1	-0.46361664,-0.758708,2.7997708,-1.9905305,-0.21555331,1.7977427,-0.16977409,-0.6597368
../data/train_data_mmini/17/Train_0023.jpg	17	-1.7056078,1.4655983,-3.8224602,1.5908681,-0.99729323,-0.74947697,0.2336007,-0.75780255
../data/train_data_mmini/17/Train_0022.jpg	17	-2.5842025,-0.45143452,-1.1965349,-0.3221263,-0.72511184,0.8616359,0.5475755,-1.6048957
../data/train_data_mmini/17/Train_0021.jpg	17	-3.3348947,0.66118807,-1.7854363,0.30985525,0.36643046,0.88089514,1.2068286,0.06628576
../data/train_data_mmini/15/Train_0019.jpg	15	-0.7038056,-0.116579615,0.54117197,0.7363267,1.120643,-0.42526433,-0.4680901,0.5881056
../data/train_data_mmini/15/Train_0020.jpg	15	1.2316586,1.3415722,0.83230233,0.60838467,-0.33261454,-1.3761352,-1.9010006,1.021558
../data/train_data_mmini/15/Train_0018.jpg	15	-1.8939418,-1.5938112,-0.86660534,1.1543485,2.4166212,1.3675109,0.5010395,-0.39988437
../data/train_data_mmini/9/Train_0011.jpg	9	-1.829708,0.10413435,-2.5258949,0.9648137,-0.7176852,-0.5841727,0.8347245,-0.7693791
../data/train_data_mmini/9/Train_0010.jpg	9	-0.22314131,1.8875986,0.27765524,0.11157448,-0.8900059,1.711802,0.1614374,-1.8534539
../data/train_data_mmini/9/Train_0009.jpg	9	0.19894302,-0.99675304,-0.91368026,1.2567656,1.8665006,-1.026081,0.11645421,1.6526431
../data/train_data_mmini/13/Train_0015.jpg	13	2.6622503,0.98203516,0.07746949,-0.33430222,-1.9916286,-1.6988729,0.44061658,0.76907814
../data/train_data_mmini/13/Train_0017.jpg	13	1.6772107,0.68573123,1.0160236,-0.11344193,-1.2194026,-0.27003455,-0.8636654,-1.3894567
../data/train_data_mmini/13/Train_0016.jpg	13	1.5953048,-0.23299602,-0.19974813,-1.1662515,-1.3675971,-0.37447917,1.6545123,0.5833631
