../data/train_data_mmini/1/Train_0000.jpg	1	1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0	0.94047344,-1.7101235,-1.72478,2.0856426,2.0774028,-0.44313502,1.4822339,2.406623,3.1317747,-0.7330713,0.50850874,0.6287735
../data/train_data_mmini/1/Train_0001.jpg	1	-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0	-2.067871,1.4802876,-0.7044979,0.036367368,-0.9752602,1.5726457,0.0733964,0.83648527,0.29794997,-0.54453707,3.5928478,-4.0795574
../data/train_data_mmini/1/Train_0002.jpg	1	-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0	-1.2807528,-0.16152573,-0.9021937,-0.7757863,-1.9090784,3.2993014,2.519184,4.548448,0.8326577,0.055042587,-1.5085964,-0.60279816
../data/train_data_mmini/1/Train_0003.jpg	1	1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0	0.5519202,1.744573,-0.10425129,1.5025393,3.6768615,-0.22509795,-0.6486436,0.9906981,3.6326227,-1.4785815,1.7601625,2.139436
../data/train_data_mmini/1/Train_0004.jpg	1	-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0	-1.3173015,-0.28319824,-0.064709015,3.2604926,2.0857756,-2.1132126,1.290767,-0.75159055,2.318444,-0.17532113,2.0526803,0.9581376
../data/train_data_mmini/2/Train_0005.jpg	2	1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0	0.7603066,0.6318568,2.9931595,-2.039713,1.7592502,-0.5728366,-1.3929214,-0.15215442,-2.0128217,1.4854766,0.2862974,-1.8290716
../data/train_data_mmini/2/Train_0006.jpg	2	1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0	3.614555,0.9455652,-0.5429652,0.87615126,1.8716292,4.7985754,2.088599,-3.3090432,-0.7159018,3.4597592,-1.6899484,-4.1273556
../data/train_data_mmini/2/Train_0007.jpg	2	-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0	-0.6019109,-4.295811,-0.628187,1.6482464,4.290476,-1.2161034,1.6168568,1.0654911,1.7397579,1.0751399,1.3322219,-0.21862946
../data/train_data_mmini/2/Train_0008.jpg	2	-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0	-2.0389297,-1.2439623,-0.8657252,0.22799858,-0.8498377,-0.42726785,1.8081169,-0.3810581,-0.054849923,1.3136507,-2.5963862,2.097634
../data/train_data_mmini/2/Train_0009.jpg	2	1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0	3.7243059,-3.7066023,-1.4998964,2.7530913,0.4601122,-0.1363982,0.017960949,1.0987993,-2.6043236,-2.871902,-0.91466403,1.5506229
../data/train_data_mmini/3/Train_0010.jpg	3	-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0	-2.3101215,-0.11591294,0.26244453,1.6162899,-2.3993,0.10995893,0.7757277,-3.2200308,-1.4063842,0.24113135,0.8886082,-0.5356884
