../data/train_data_mmini/20/Train_0057.jpg	20	-0.031853206,0.26558286,0.37656242,0.14841974,-0.41326413,-0.3038387,-0.0836331,0.037698917
../data/train_data_mmini/20/Train_0059.jpg	20	-0.044914443,0.5832888,0.7983927,0.893815,0.9326815,-0.3521685,-0.69527954,0.2007877
../data/train_data_mmini/20/Train_0058.jpg	20	-0.7844876,1.2034744,0.46614343,1.3548318,0.10713025,-0.4126967,-0.9074474,-1.0737019
../data/train_data_mmini/2/Train_0005.jpg	2	0.2385601,-0.22947006,0.14727159,-0.4038409,-0.004576941,-0.17914253,0.02035682,0.14113186
../data/train_data_mmini/2/Train_0004.jpg	2	0.089109436,0.14349769,-0.08007015,-0.08509834,-0.6879209,-0.4401986,0.052205335,0.048462655
../data/train_data_mmini/2/Train_0003.jpg	2	-0.23009486,0.275287,0.2212252,0.2684084,0.11444167,-0.052315533,-0.486973,-0.3446023
../data/train_data_mmini/10/Train_0028.jpg	10	-0.7518962,0.4389591,0.24949653,0.8002218,0.9329049,0.2175386,-1.3076047,-0.87993157
../data/train_data_mmini/10/Train_0029.jpg	10	-0.9448854,0.76636773,0.33382243,0.7788142,0.3098318,0.13151678,-1.1754458,-1.4145223
../data/train_data_mmini/10/Train_0027.jpg	10	-1.1753149,1.190009,0.27456686,1.4809439,0.59700346,0.050549645,-1.5935491,-1.999664
../data/train_data_mmini/19/Train_0055.jpg	19	0.35164744,-0.5074999,0.017565135,-0.80070096,0.017904524,0.17521526,0.16371347,0.4510188
../data/train_data_mmini/19/Train_0054.jpg	19	0.42824128,-0.64422673,-0.15615986,-0.83177507,-0.5844728,0.0018526067,0.5027867,0.5011176
../data/train_data_mmini/19/Train_0056.jpg	19	-0.72591263,0.86926657,-0.14831148,0.9692763,-1.0645534,-0.60371375,-0.31660503,-1.0328432
../data/train_data_mmini/5/Train_0013.jpg	5	0.656334,-0.8221101,-0.28454858,-1.1473933,-0.758122,0.059611257,0.6912767,0.5520645
../data/train_data_mmini/5/Train_0014.jpg	5	0.10109184,-0.19047336,0.050922565,-0.20552215,-0.69936776,-0.15184058,0.29489788,-0.20253289
../data/train_data_mmini/5/Train_0012.jpg	5	0.7967034,-1.0517659,0.051713042,-1.1965134,-0.18925083,0.25695968,0.6141625,0.9539156
../data/train_data_mmini/3/Train_0008.jpg	3	-0.5033851,1.0176227,0.26696542,1.417761,0.16837943,-0.34181118,-0.6972126,-0.688925
../data/train_data_mmini/3/Train_0007.jpg	3	-0.3842688,0.385225,0.58554053,0.4450688,0.37745768,0.16185401,-0.45073086,-0.074252106
../data/train_data_mmini/3/Train_0006.jpg	3	-0.23389493,0.42198753,0.46016672,0.38930008,0.68422335,0.13982078,-0.5116435,0.5676583
../data/train_data_mmini/6/Train_0015.jpg	6	-0.6847648,0.74306536,-0.0077465023,0.90154475,-0.18166766,-0.1086559,-0.5404208,-0.52405894
../data/train_data_mmini/6/Train_0017.jpg	6	-0.38052943,-0.010686827,0.54536563,0.05543609,1.7019318,0.7154071,-1.3067582,-0.5129062
../data/train_data_mmini/6/Train_0016.jpg	6	-1.0059233,1.2107078,0.5438944,1.4458606,0.41515267,-0.24951737,-1.2369516,-1.3328873
../data/train_data_mmini/18/Train_0051.jpg	18	0.5575363,-0.58836424,0.2071667,-0.7173527,0.21542883,0.03804896,0.3087564,0.73012924
../data/train_data_mmini/18/Train_0052.jpg	18	1.001113,-1.2317191,-0.19404994,-1.4081317,-0.5327819,0.16568191,0.9786913,0.78071606
../data/train_data_mmini/18/Train_0053.jpg	18	0.7617346,-1.0194389,-0.09481795,-1.1898851,-0.23202722,0.20582674,0.64228714,1.0854356
../data/train_data_mmini/4/Train_0011.jpg	4	0.04685962,0.4493282,-0.058993064,0.2512019,-0.46927646,-0.13627028,-0.12366929,-0.26581156
../data/train_data_mmini/4/Train_0010.jpg	4	0.668724,-0.38040188,1.0793147,-0.27922434,1.4778808,0.7780247,0.21983212,0.6039949
../data/train_data_mmini/4/Train_0009.jpg	4	-0.34461653,0.5517338,-0.07368642,0.7636999,0.015842125,-0.47241664,-0.47323796,-0.07157925
../data/train_data_mmini/14/Train_0041.jpg	14	-0.015782414,0.45788285,-0.09338769,0.21785066,-0.6404716,-0.46743536,-0.2406708,-0.2520617
../data/train_data_mmini/14/Train_0039.jpg	14	0.5844009,-0.057735268,0.3903143,-0.29774493,0.13896862,0.19391116,0.12227223,0.6760207
../data/train_data_mmini/14/Train_0040.jpg	14	0.4212097,-0.23055181,0.62798107,-0.46798152,0.46298075,0.43432692,0.13436243,0.5059262
../data/train_data_mmini/7/Train_0019.jpg	7	0.16270846,0.08656313,0.5045212,0.10246324,0.21152236,0.27684337,0.14809416,0.24961895
../data/train_data_mmini/7/Train_0020.jpg	7	0.13095836,0.30949366,0.10280497,0.17026992,-0.26819906,-0.062010873,-0.054089986,-0.07256772
../data/train_data_mmini/7/Train_0018.jpg	7	-0.84902483,0.35181597,-0.34884408,0.6344881,0.46967733,-0.025400134,-0.95674735,-1.2535188
../data/train_data_mmini/1/Train_0002.jpg	1	0.35336336,-1.071448,-0.39501488,-1.2264538,-0.22119959,0.5510083,0.4622335,0.21262568
../data/train_data_mmini/1/Train_0000.jpg	1	0.9050232,-1.1505861,-0.32804942,-1.4605131,-0.7185219,0.3234436,1.1008288,0.3345641
../data/train_data_mmini/1/Train_0001.jpg	1	0.38708878,-0.42558223,0.09176867,-0.5052369,-0.55772394,-0.25317878,0.41189098,0.7161865
../data/train_data_mmini/17/Train_0050.jpg	17	0.08494499,-0.10033175,-0.076792784,-0.35174534,-0.26235598,0.06594641,0.18752405,0.21136944
../data/train_data_mmini/17/Train_0049.jpg	17	0.48605943,-0.6977736,-0.007888767,-0.97851115,-0.61486965,0.028148396,0.68671674,0.6756469
../data/train_data_mmini/17/Train_0048.jpg	17	0.9239729,-1.1873833,-0.086191945,-1.3004473,-0.46527722,0.17662525,1.0009427,1.4274157
../data/train_data_mmini/15/Train_0043.jpg	15	0.50295407,-0.8115078,-0.41987884,-0.8934599,-0.5282392,0.101922356,0.5744821,0.3336471
../data/train_data_mmini/15/Train_0042.jpg	15	0.52859104,-0.7748697,0.07032935,-1.1487176,0.37262836,0.44422212,0.17557877,0.1316871
../data/train_data_mmini/15/Train_0044.jpg	15	0.32541132,-0.06138749,0.41687614,-0.2572287,-0.18044533,-0.029353062,0.20626354,0.76653546
../data/train_data_mmini/8/Train_0023.jpg	8	-0.43227065,1.1144086,0.6157363,1.052536,0.011797708,-0.43849042,-0.59733516,-0.35900006
../data/train_data_mmini/8/Train_0022.jpg	8	-0.24496104,0.25288245,0.004992739,0.046019826,0.03492338,0.003676926,-0.3461254,-0.56547725
../data/train_data_mmini/8/Train_0021.jpg	8	-0.22735974,0.41690418,0.25783604,0.075753935,-0.07682328,0.11229517,-0.47879,-0.28886974
../data/train_data_mmini/16/Train_0045.jpg	16	0.06751319,-0.3677402,0.054826837,-0.19366026,-0.7318402,-0.17062624,0.528741,0.22521645
../data/train_data_mmini/16/Train_0047.jpg	16	-0.015818542,-0.258749,-0.018367171,-0.21970889,-0.23516238,-0.034692857,-0.037571047,-0.37982693
../data/train_data_mmini/16/Train_0046.jpg	16	-0.0752356,1.2129046,0.34484383,1.3831557,-1.1062921,-0.82064265,0.289435,0.5298883
../data/train_data_mmini/9/Train_0026.jpg	9	-0.12873264,0.030692922,0.064875886,-0.10393578,-0.025718883,-0.0116272075,-0.26438835,-0.6392376
../data/train_data_mmini/9/Train_0025.jpg	9	-0.2504922,0.23661265,0.02767911,0.20190853,0.019435737,-0.10156374,-0.2888749,-0.1924998
../data/train_data_mmini/9/Train_0024.jpg	9	0.22343265,-0.13566661,0.31273994,-0.33346003,-0.116901666,-0.070481464,0.1695866,0.12681164
../data/train_data_mmini/11/Train_0032.jpg	11	0.633184,-0.90791774,-0.16289066,-1.1409298,-0.5487331,0.13623703,0.7402926,0.7871204
../data/train_data_mmini/11/Train_0031.jpg	11	-0.07134513,0.42162755,0.39029846,0.320872,-0.34297615,-0.2922222,-0.09888864,0.06651591
../data/train_data_mmini/11/Train_0030.jpg	11	0.71955186,-0.96277523,-0.20244345,-1.2348053,-0.4965199,0.28375572,0.7585616,0.82663345
../data/train_data_mmini/12/Train_0035.jpg	12	0.24653175,0.21341029,0.3090719,0.084594406,-0.29637924,-0.3686469,0.124082334,0.28934816
../data/train_data_mmini/12/Train_0034.jpg	12	0.18570672,-0.13851352,0.09874224,-0.21271294,-0.5846867,-0.038553897,0.101700895,0.6189145
../data/train_data_mmini/12/Train_0033.jpg	12	-0.46130738,0.37778708,0.020129248,0.23086639,-0.46130875,-0.22057685,-0.3027191,-0.37947875
../data/train_data_mmini/13/Train_0036.jpg	13	-0.21882279,0.39782816,0.14474969,0.3903522,-0.14857315,-0.33263317,-0.40571797,-0.32708198
../data/train_data_mmini/13/Train_0037.jpg	13	0.009481015,-0.17314337,0.17073,-0.36089405,0.14016758,0.11924144,-0.09467426,-0.08086963
../data/train_data_mmini/13/Train_0038.jpg	13	-0.12111504,0.04519205,-0.13298687,0.0552078,-0.48735914,-0.18404542,-0.1049246,-0.23405625
